"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","400","Cadastra usuário, loga, cria produto e deleta produto","","2026-09-04","passed","2026-09-04","","Apagar Produto","",""
"","103","Deve criar um novo usuário","","2026-09-04","passed","2026-09-04","","Cadastrar usuário","",""
"","108","Deve realizar login com sucesso","","2026-09-04","passed","2026-09-04","","Login","",""
"","311","Cadastra usuário, faz login e cadastra produto","","2026-09-04","passed","2026-09-04","","Cadastrar Produto","",""
"","112","Deve listar todos os usuários","","2026-09-04","passed","2026-09-04","","Deve listar todos os usuários","",""
"","401","should return 200 OK when accessing serverest.dev","","2026-09-04","passed","2026-09-04","","HealthCheck","",""
"","420","Fluxo completo usuário","","2026-09-04","passed","2026-09-04","","Cadastro, Login, Atualização e Exclusão","",""
"","119","Deve encontrar o usuário Hora do QA","","2026-09-04","passed","2026-09-04","","Deve listar todos os usuários Hora do QA","",""
"","194","Deve testar a API e, se estiver OK, realizar login","","2026-09-04","passed","2026-09-04","","Fluxo condicional de API - Serverest","",""
"","103","Não deve realizar login","","2026-09-04","passed","2026-09-04","","Login Inválido","",""
